index,output.relations_noOffset,aqs,aqs_initial
incident-r-suspended,10605,0.806900380482,0.714285714286
at risk--harm,10605,0.806911941578,0.535714285714
harm--protect,10605,0.806932212939,0.714285714286
harming-r-mental health problems,10605,0.808686615466,0.714285714286
rampage--wounded,10605,0.809343233463,0.642857142857
fatally struck-r-gunfire,10605,0.810482743426,0.714285714286
gunfire--killed,10605,0.813083292259,0.714285714286
filed-r-murder,10605,0.813347233888,0.642857142857
killed-r-shot,10605,0.814143858979,0.705730581206
shooting--wounded,10605,0.81614997963,0.664233576642
submitted--take,10605,0.8191168684,0.714285714286
deliberating--verdict,10605,0.819167873954,0.714285714286
death--lashing out,10605,0.82371564653,0.642857142857
guilty-r-shootings,10605,0.823907026236,0.642857142857
aiming--hit,10605,0.825381396126,0.714285714286
clashes-r-shooting,10605,0.82668306118,0.714285714286
remanded-r-risk,10605,0.829772586852,0.714285714286
investigate-r-killed,10605,0.831249525631,0.642857142857
charge-r-double - murder,10605,0.833877266333,0.785714285714
anger--hit,10605,0.838081006932,0.785714285714
apprehending-r-patrolling,10605,0.838507435554,0.654135338346
patrolling--thwarted,10605,0.843826837235,0.680272108844
held-r-murdered,10605,0.845800823435,0.785714285714
murder-r-shots,10605,0.849997046136,0.714285714286
scrutiny-r-violations,10605,0.85146462938,0.785714285714
crossfire--killed,10605,0.853802569536,0.718340611354
died-r-killing,10605,0.855581364351,0.785714285714
guilty-r-shooting,10605,0.857314939974,0.714285714286
pulled over-r-speeding,10605,0.857989355311,0.753829321663
murders--shocked,10605,0.85854203538,0.714285714286
speeding westbound--stopped,10605,0.864504058276,0.785714285714
murder--trial,10605,0.865521564159,0.705689277899
murder-r-shot,10605,0.866173901767,0.678551216752
shot--testified,10605,0.866578046228,0.785714285714
arrested-r-suspicions,10605,0.869854579494,0.785714285714
charged-r-murdering,10605,0.87019853039,0.78549382716
made--pleased,10605,0.871488243597,0.673469387755
killed-r-walking,10605,0.871489335189,0.714285714286
gunfire--staggering,10605,0.87158354626,0.714285714286
death-r-sentences,10605,0.874239241029,0.571428571429
accused-r-sprayed,10605,0.874762300524,0.857142857143
aiming-r-dispute,10605,0.876107642852,0.857142857143
capturing-r-on escort duty,10605,0.878868002146,0.714285714286
murders--quizzed,10605,0.879697262768,0.785714285714
killing-r-suspended,10605,0.882184147207,0.785714285714
murders--searching,10605,0.889344404112,0.857142857143
due-r-murders,10605,0.889374034569,0.714285714286
intercepts--seized,10605,0.890695694487,0.785714285714
killed-r-opened fire,10605,0.89133310953,0.642857142857
clashes-r-enraged,10605,0.892944326186,0.714285714286
guilty-r-slay,10605,0.914352885961,0.785714285714
ordered--shoot,10605,0.915056844871,0.857142857143
intercepted--seized,10605,0.922568414657,0.785714285714
riots-r-shooting,10605,0.922836327231,0.714285714286
died-r-shooting,10605,0.927805822998,0.714285714286
riot--smashed,10605,0.929726211108,0.857142857143
anger--breaks out,10605,0.934626495044,0.857142857143
given-r-refused,10605,0.93620613928,0.857142857143
arrested-r-fights,10605,0.948476284824,0.857142857143
guilty-r-posession,10605,0.951588865225,0.642857142857
ricocheted--struck,10605,0.960269989851,0.928571428571
dui arrest--on probation,10605,0.970124179051,0.928571428571
testified-r-trial,10605,0.97381132794,0.928571428571
lockdown-r-protest,10605,0.977207274663,0.785714285714
interdicts-r-operation,10605,0.978516592801,0.928571428571
sacked--shoots,10605,0.978754920723,0.928571428571
fled-r-shot,10605,0.978964308329,0.785714285714
protests-r-shooting,10605,0.989285517263,0.928571428571
killed--powder keg,10605,0.995021685086,0.928571428571
march--riot,10605,0.99775063859,0.928571428571
shot-r-walked,10605,1.0,1.0
believed--occurred,10605,1.0,1.0
creating--pointing,10605,1.0,1.0
warrants--weighed,10605,1.0,1.0
killed-r-scenes,10605,1.0,1.0
emotion--trial,10605,1.0,1.0
found--shootings,10605,1.0,1.0
turned-r-violent,10605,1.0,1.0
vigil-r-war zone,10605,1.0,1.0
custody--killed,10605,1.0,1.0
dead--rushed,10605,1.0,1.0
anger--death,10605,1.0,1.0
believed--houses,10605,1.0,1.0
after--speeding,10605,1.0,1.0
killed-r-riot,10605,1.0,1.0
escorting-r-happened,10605,1.0,1.0
status-r-working,10605,1.0,1.0
turned-r-ugly,10605,1.0,1.0
status--working,10605,1.0,1.0
shot--walked,10605,1.0,1.0
shot--spoke,10605,1.0,1.0
ambush-r-life,10605,1.0,1.0
convicted-r-yard work,10605,1.0,1.0
searched--seen,10605,1.0,1.0
dead-r-sounds,10605,1.0,1.0
shot-r-war zone,10605,1.0,1.0
died-r-underwent,10605,1.0,1.0
culminated-r-rampage,10605,1.0,1.0
suspected--worked,10605,1.0,1.0
death--transferred,10605,1.0,1.0
fired--loaded,10605,1.0,1.0
shot-r-sounds,10605,1.0,1.0
found--lying,10605,1.0,1.0
dead-r-left,10605,1.0,1.0
death--put,10605,1.0,1.0
found--kill,10605,1.0,1.0
dead-r-worked,10605,1.0,1.0
suspected-r-worked,10605,1.0,1.0
ambush-r-weighed,10605,1.0,1.0
crime--yard work,10605,1.0,1.0
emotion--murder,10605,1.0,1.0
fired--led,10605,1.0,1.0
shot-r-smashed,10605,1.0,1.0
ambush-r-parole,10605,1.0,1.0
execution--ordered,10605,1.0,1.0
seen--throwing,10605,1.0,1.0
searched--throwing,10605,1.0,1.0
escorting--happened,10605,1.0,1.0
die--recommendation,10605,1.0,1.0
convicted--rampage,10605,1.0,1.0
convicted-r-showed,10605,1.0,1.0
control--furious,10605,1.0,1.0
death--injured,10605,1.0,1.0
firing-r-indiscriminately,10605,1.0,1.0
shooting--spoke,10605,1.0,1.0
death--shooting,10605,1.0,1.0
slain-r-vigil,10605,1.0,1.0
accused-r-released,10605,1.0,1.0
erupted--shooting,10605,1.0,1.0
fired-r-hitting,10605,1.0,1.0
determined-r-yard work,10605,1.0,1.0
crime--murder,10605,1.0,1.0
enraged-r-pitching,10605,1.0,1.0
dead-r-follow - up,10605,1.0,1.0
crimes-r-recommendation,10605,1.0,1.0
convicted-r-left,10605,1.0,1.0
slaying-r-weighed,10605,1.0,1.0
control--killed,10605,1.0,1.0
accused--filed,10605,1.0,1.0
fired-r-led,10605,1.0,1.0
showed-r-unruly,10605,1.0,1.0
believed--surgery,10605,1.0,1.0
crime-r-yard work,10605,1.0,1.0
died-r-revealed,10605,1.0,1.0
thrown--vigil,10605,1.0,1.0
enraged--shooting,10605,1.0,1.0
convicted--yard work,10605,1.0,1.0
creating--turned,10605,1.0,1.0
fired-r-put,10605,1.0,1.0
shooting--yard work,10605,1.0,1.0
convicted--doing,10605,1.0,1.0
covered-r-ruled,10605,1.0,1.0
convicted--crime,10605,1.0,1.0
escorted-r-injuring,10605,1.0,1.0
fired--worked,10605,1.0,1.0
death--fired,10605,1.0,1.0
considered--murder,10605,1.0,1.0
fanned out-r-surprised,10605,1.0,1.0
spray-r-wounded,10605,1.0,1.0
fanned out-r-spoke,10605,1.0,1.0
shown--trial,10605,1.0,1.0
shield-r-shows,10605,1.0,1.0
shield--wounded,10605,1.0,1.0
death--ordered,10605,1.0,1.0
shield--spray,10605,1.0,1.0
dead--worked,10605,1.0,1.0
devolved--vigil,10605,1.0,1.0
creating--memorial,10605,1.0,1.0
followed--seen,10605,1.0,1.0
turned--vigil,10605,1.0,1.0
dead-r-vigil,10605,1.0,1.0
culminated--mounting,10605,1.0,1.0
accused--firing,10605,1.0,1.0
shield-r-wounded,10605,1.0,1.0
splintered off-r-trashed,10605,1.0,1.0
consciousness--regained,10605,1.0,1.0
dead-r-declared,10605,1.0,1.0
thrashing--vigil,10605,1.0,1.0
snowballs-r-vigil,10605,1.0,1.0
worked--wounded,10605,1.0,1.0
ugly--wounded,10605,1.0,1.0
sounds--vigil,10605,1.0,1.0
believed--died,10605,1.0,1.0
shot-r-yard work,10605,1.0,1.0
filed--murder,10605,1.0,1.0
dead-r-war zone,10605,1.0,1.0
shot-r-unruly,10605,1.0,1.0
after-r-speeding,10605,1.0,1.0
escorted--job,10605,1.0,1.0
killed-r-smashed,10605,1.0,1.0
death--weighed,10605,1.0,1.0
died--underwent,10605,1.0,1.0
killing--lost,10605,1.0,1.0
scenes--violence,10605,1.0,1.0
attempt-r-thwarts,10605,1.0,1.0
interviewing-r-put,10605,1.0,1.0
march--seen,10605,1.0,1.0
intervened--joined in,10605,1.0,1.0
attack-r-rescued,10605,1.0,1.0
attack-r-regained,10605,1.0,1.0
intervened--joined,10605,1.0,1.0
made way--purpose,10605,1.0,1.0
march-r-scenes,10605,1.0,1.0
march-r-throwing,10605,1.0,1.0
march-r-turned,10605,1.0,1.0
marching--trashed,10605,1.0,1.0
marching-r-splintered off,10605,1.0,1.0
marching-r-trashed,10605,1.0,1.0
capturing--on escort duty,10605,1.0,1.0
marred--vigil,10605,1.0,1.0
march-r-seen,10605,1.0,1.0
attack-r-consciousness,10605,1.0,1.0
captured--piracy,10605,1.0,1.0
calm-r-unruly,10605,1.0,1.0
calm--showed,10605,1.0,1.0
attempted-r-avoid,10605,1.0,1.0
attempted--yard work,10605,1.0,1.0
attempted--wait,10605,1.0,1.0
calm--unruly,10605,1.0,1.0
calm-r-shot,10605,1.0,1.0
lost--opened fire,10605,1.0,1.0
attempted--doing,10605,1.0,1.0
calm-r-showed,10605,1.0,1.0
lost-r-opened fire,10605,1.0,1.0
attempted--performing,10605,1.0,1.0
lost-r-wounding,10605,1.0,1.0
investigating-r-shot,10605,1.0,1.0
lying--used,10605,1.0,1.0
attempted--lying,10605,1.0,1.0
lying-r-used,10605,1.0,1.0
lost--wounding,10605,1.0,1.0
death—and--treatment,10605,1.0,1.0
married-r-shooting,10605,1.0,1.0
attack--regained,10605,1.0,1.0
murder--verdict,10605,1.0,1.0
in connection--shot,10605,1.0,1.0
in connection--shooting,10605,1.0,1.0
identified-r-operation,10605,1.0,1.0
identified--operation,10605,1.0,1.0
murder--yard work,10605,1.0,1.0
hurt-r-worked,10605,1.0,1.0
in connection-r-shot,10605,1.0,1.0
hurt--worked,10605,1.0,1.0
hurled-r-smashed,10605,1.0,1.0
murder-r-remanded,10605,1.0,1.0
hurled--riot,10605,1.0,1.0
hurled--killed,10605,1.0,1.0
murder-r-status,10605,1.0,1.0
arrests--vigil,10605,1.0,1.0
houses--occurred,10605,1.0,1.0
asked--death,10605,1.0,1.0
in search-r-spoke,10605,1.0,1.0
murder--status,10605,1.0,1.0
chaos--shot,10605,1.0,1.0
death—and-r-gathered,10605,1.0,1.0
drawn--pulled over,10605,1.0,1.0
melee--turned,10605,1.0,1.0
melee--wounded,10605,1.0,1.0
case--slaying,10605,1.0,1.0
case-r-life,10605,1.0,1.0
memorial--wounded,10605,1.0,1.0
attack--consciousness,10605,1.0,1.0
memorial-r-turned,10605,1.0,1.0
memorial-r-ugly,10605,1.0,1.0
case-r-parole,10605,1.0,1.0
case-r-weighed,10605,1.0,1.0
case-r-working,10605,1.0,1.0
declared--shooting,10605,1.0,1.0
injures-r-kills,10605,1.0,1.0
mourn--treatment,10605,1.0,1.0
mourn-r-protest,10605,1.0,1.0
looking--throwing,10605,1.0,1.0
looking--seen,10605,1.0,1.0
attempted-r-determined,10605,1.0,1.0
attempted-r-doing,10605,1.0,1.0
bashed--hurled,10605,1.0,1.0
bashed--death,10605,1.0,1.0
joined--shot,10605,1.0,1.0
broke away--furious,10605,1.0,1.0
knocked--working,10605,1.0,1.0
joined in--shot,10605,1.0,1.0
knocked-r-report,10605,1.0,1.0
bashed--killed,10605,1.0,1.0
knocked-r-shooting,10605,1.0,1.0
lashing out--protest,10605,1.0,1.0
bail hearing--pleas,10605,1.0,1.0
burst out--fired,10605,1.0,1.0
job-r-purpose,10605,1.0,1.0
job-r-made way,10605,1.0,1.0
job-r-lost,10605,1.0,1.0
laughed--ruling,10605,1.0,1.0
bail--booked into,10605,1.0,1.0
bashed--riot,10605,1.0,1.0
bashed--shot,10605,1.0,1.0
bashed--smashed,10605,1.0,1.0
killing--made way,10605,1.0,1.0
believed-r-surgery,10605,1.0,1.0
killed-r-march,10605,1.0,1.0
believed-r-underwent,10605,1.0,1.0
death-r-violations,10605,1.0,1.0
bid--escorting,10605,1.0,1.0
killed--used,10605,1.0,1.0
boasting-r-review,10605,1.0,1.0
killed--slain,10605,1.0,1.0
killed--performing,10605,1.0,1.0
killed--knocked,10605,1.0,1.0
killing-r-persists,10605,1.0,1.0
believed-r-died,10605,1.0,1.0
killing-r-released,10605,1.0,1.0
death-r-smashed,10605,1.0,1.0
killing-r-shown,10605,1.0,1.0
bashed-r-smashed,10605,1.0,1.0
lawsuits--named,10605,1.0,1.0
hoping-r-suspicion,10605,1.0,1.0
await-r-sentence,10605,1.0,1.0
await--sentence,10605,1.0,1.0
life--parole,10605,1.0,1.0
life--slaying,10605,1.0,1.0
autopsy--calm,10605,1.0,1.0
attempted-r-yard work,10605,1.0,1.0
life-r-parole,10605,1.0,1.0
attempted-r-suspicion,10605,1.0,1.0
attempted-r-performing,10605,1.0,1.0
autopsy--shot,10605,1.0,1.0
life-r-weighed,10605,1.0,1.0
attempted-r-hoping,10605,1.0,1.0
involved--riots,10605,1.0,1.0
investigation-r-shot,10605,1.0,1.0
calm--shot,10605,1.0,1.0
investigation-r-knocking,10605,1.0,1.0
attempted-r-found,10605,1.0,1.0
looking--march,10605,1.0,1.0
called--shooting,10605,1.0,1.0
called--screams,10605,1.0,1.0
involved-r-scrutiny,10605,1.0,1.0
involved-r-violations,10605,1.0,1.0
job--purpose,10605,1.0,1.0
avoid--wait,10605,1.0,1.0
avoid--used,10605,1.0,1.0
job--lost,10605,1.0,1.0
avoid--found,10605,1.0,1.0
led--shot,10605,1.0,1.0
led--wounded,10605,1.0,1.0
led-r-shot,10605,1.0,1.0
led-r-wounded,10605,1.0,1.0
avoid--duties,10605,1.0,1.0
avoid--commit,10605,1.0,1.0
autopsy-r-showed,10605,1.0,1.0
left--wounded,10605,1.0,1.0
autopsy-r-calm,10605,1.0,1.0
called--heard,10605,1.0,1.0
called--knocked,10605,1.0,1.0
involving--operation,10605,1.0,1.0
lawsuits--violations,10605,1.0,1.0
anger--killing,10605,1.0,1.0
murder-r-yard work,10605,1.0,1.0
hit--vigil,10605,1.0,1.0
gathered--treatment,10605,1.0,1.0
another--conduct,10605,1.0,1.0
duties-r-wait,10605,1.0,1.0
dying--hide,10605,1.0,1.0
death-r-injured,10605,1.0,1.0
coming--screams,10605,1.0,1.0
report--shooting,10605,1.0,1.0
another--marred,10605,1.0,1.0
commit--found,10605,1.0,1.0
commit--used,10605,1.0,1.0
fueled-r-hurled,10605,1.0,1.0
death-r-hurled,10605,1.0,1.0
fueled--shot,10605,1.0,1.0
death-r-fueled,10605,1.0,1.0
fueled--killed,10605,1.0,1.0
commit-r-found,10605,1.0,1.0
commit--lying,10605,1.0,1.0
another--protest,10605,1.0,1.0
described--regain,10605,1.0,1.0
another--vigil,10605,1.0,1.0
appear-r-charged,10605,1.0,1.0
grew-r-violence,10605,1.0,1.0
killed-r-protest,10605,1.0,1.0
grew-r-scenes,10605,1.0,1.0
grew--vigil,10605,1.0,1.0
clashed--memorial,10605,1.0,1.0
clashed--pointing,10605,1.0,1.0
death-r-lashing out,10605,1.0,1.0
clashed--turned,10605,1.0,1.0
ran--tried,10605,1.0,1.0
another-r-thrown,10605,1.0,1.0
another-r-thrashing,10605,1.0,1.0
killed-r-status,10605,1.0,1.0
another-r-hit,10605,1.0,1.0
another-r-conduct,10605,1.0,1.0
clashed-r-creating,10605,1.0,1.0
another-r-arrests,10605,1.0,1.0
frustration-r-shooting,10605,1.0,1.0
claim--pointed,10605,1.0,1.0
commit-r-performing,10605,1.0,1.0
dying-r-hide,10605,1.0,1.0
anger-r-killing,10605,1.0,1.0
rioted-r-threw,10605,1.0,1.0
anger-r-hurled,10605,1.0,1.0
riots--scrutiny,10605,1.0,1.0
anger-r-hit,10605,1.0,1.0
riots-r-scrutiny,10605,1.0,1.0
found-r-killed,10605,1.0,1.0
anger-r-marred,10605,1.0,1.0
anger-r-conduct,10605,1.0,1.0
determined--yard work,10605,1.0,1.0
found-r-kill,10605,1.0,1.0
conducted--q&a,10605,1.0,1.0
conducted-r-q&a,10605,1.0,1.0
conducted-r-reviewed,10605,1.0,1.0
found--wait,10605,1.0,1.0
conference--shooting,10605,1.0,1.0
anger-r-bashed,10605,1.0,1.0
conduct--vigil,10605,1.0,1.0
anger-r-persists,10605,1.0,1.0
riot-r-sounds,10605,1.0,1.0
revealed--used,10605,1.0,1.0
concluded--life,10605,1.0,1.0
determined--shot,10605,1.0,1.0
concluded-r-life,10605,1.0,1.0
review--shooting,10605,1.0,1.0
reviewed--shooting,10605,1.0,1.0
found-r-shot,10605,1.0,1.0
concluded-r-violence,10605,1.0,1.0
concluded-r-wounded,10605,1.0,1.0
dying-r-ran,10605,1.0,1.0
riot--shooting,10605,1.0,1.0
riot--slain,10605,1.0,1.0
anger-r-thrown,10605,1.0,1.0
anger-r-thrashing,10605,1.0,1.0
riot--turned,10605,1.0,1.0
anger-r-smashed,10605,1.0,1.0
riot-r-shooting,10605,1.0,1.0
commit-r-wait,10605,1.0,1.0
drawing--marching,10605,1.0,1.0
circumstances-r-used,10605,1.0,1.0
death-r-laughed,10605,1.0,1.0
ordered-r-transferred,10605,1.0,1.0
arrested--erupted,10605,1.0,1.0
patrolling-r-thwarted,10605,1.0,1.0
patrols--piracy,10605,1.0,1.0
patrols-r-rescued,10605,1.0,1.0
gunning down-r-murder,10605,1.0,1.0
charges-r-penalty,10605,1.0,1.0
ordered--sentence,10605,1.0,1.0
arrested--attempt,10605,1.0,1.0
performing-r-wait,10605,1.0,1.0
gunned down--suspended,10605,1.0,1.0
gunned down--leaving,10605,1.0,1.0
